Token,Weight
c2ncc(-,0.003772201560520532
C1(,0.0037602759077522327
O[C@H](,0.003743565418866221
=C,0.0037322485244471225
)ccc2,0.003727328336009707
nc(C(=O)N,0.0036993859713473974
CCN1C(=O),0.003697498860574431
COC(=O)N,0.003695512042663151
Cl)c(,0.003693045397836989
nc3c2,0.0036660539357179223
c2ccc(F)cc2,0.0036628527511410767
CCCO),0.0036407838366766293
cccc,0.0036373653747403803
CC[C@@H](C),0.0036259184142669915
CC4,0.0035911545932723137
C[C@@H]3,0.003565659411265054
CC[C@H](C),0.0035130205290844385
n2)C1,0.003504092056489499
CCC1),0.0035019680777174113
nnc(,0.0034985983528848918
o3),0.003468529577578667
C2=O),0.0034654580533248765
=C2,0.003438474282729311
N(,0.003393447016083979
C[C@@H]4,0.0033893612347147832
N3,0.0033857269093255137
C(=O)N2CCC(,0.003356674488396705
5,0.0033459467347280395
c2cc(Br)cc,0.003340114827087608
CC(O,0.003340114827087608
Cc1ccc(NC(=O),0.003313125542625163
n3C),0.0033083957121831245
c(Cl)cc1,0.0032738502340872995
c2s,0.0032416465844444012
c1c(F)cccc1,0.0032411477659684378
[C@]23,0.003235130712400619
OCC,0.0032332441696009896
[C@@]3(,0.0032273859154194296
c1C,0.003216728368694505
c3ccccc3),0.0032091215380703293
CCC3,0.0031786929491697887
[C@@H]2O,0.003173949141284231
N1C,0.0031710093411967248
S(N)(=O)=O),0.0031699817379291966
[C@@](C)(,0.003161645517539136
c1ccc(C(=O)N,0.0031551413450092327
5),0.003142815887288178
C[C@H](N,0.0031329569030853926
Cc1ccc(-,0.003124332633864
CCOCC,0.0031221997371212026
NC,0.003118314041204151
Br)c1,0.0031097208077384845
C1CN(,0.0031080288059986724
C2CCN(C,0.0030903773380390855
c1ccc2[nH],0.0030788780960563714
-c1ccccc1,0.0030615520989663086
N#,0.00306151328275225
c(Cl),0.0030560780532125444
C#N)cc,0.0030372385605496855
Cl)cc2,0.00302963264290126
O=C1N,0.003028382760632587
c12),0.0029911464924706884
-c2nc(,0.0029789659538177423
F)c(Cl),0.002978217085667891
c2ccc(-c3ccccc3)cc2),0.0029488074303037626
COc1ccc(C(=O)N,0.0029323400308223346
c3nc(,0.0029100037307089616
nc1),0.002897769735512818
c2ncc(,0.0028804017540055345
CC(C)(C),0.002874664140253463
c4n,0.0028617014499653917
cccc4,0.002831113624860996
nn3,0.002782479180494819
C(F),0.0027768471982596906
c4),0.002734262578903554
n2C),0.0027108356872160167
s2),0.0027076207423362996
Cc3ccc(,0.002696267294868582
C1=C,0.002687370387601663
cn1),0.0026771887900398058
-c2ccccc2,0.00266939398061866
n(-c3ccccc3),0.0026601452546777603
C1CC1),0.002656827649141422
N=C2,0.002651220797244452
o2),0.0026302386770481355
CCCC(,0.0026259948842068874
CN),0.0026204034233096316
c1ccc(Cl)cc1,0.0026179328353391445
CCC4),0.002605356652440692
c3ccccc13),0.002567472986116522
c2ccc3n,0.0025595764790653855
CNC,0.002554949751859309
C3=O),0.002548239467581559
ccc2c1,0.0025362250262661126
Cn2,0.002514282608698737
CCN,0.002504530979190429
CCc1ccccc1,0.002472980203700926
c3ccn,0.0024719133779787838
[C@H]3CC,0.0024264395045691684
c2c[nH],0.002413490215799086
c1cc(-c2ccc(,0.0024048403020958103
CN(CC,0.002384820282080834
(=O),0.002373106944476347
c3n,0.0023599948109714764
COc1ccc2c(c1),0.002356352316561295
CC(F)(F),0.0023554574387998806
c2)cc1,0.002350888943191721
c2cc3c(,0.0023479541039599723
CC(C)(,0.0023062302680145422
c3cc4c(cc3,0.002288867870889968
OCO4),0.002288867870889968
COc1ccc(-,0.002270502969214035
[C@H]2CC[C@H](,0.0022695999695907334
ncnc2,0.00226040248769838
CC1=O,0.002248255934178909
[nH]2),0.0022404821138119215
CC(=O)N3,0.0022399006607843027
c2ccc(Br)cc2,0.0022373177250422215
c2C),0.002192026332606798
C3=N,0.002180986103892935
[C@@H]1O,0.002171655615979009
O=C(Nc1ccc(,0.002166124004056582
nc2c1,0.002159013576090698
c3ccccc3F),0.0021527631159060324
cnc3,0.002151176980728659
n1cc(,0.0021443340096688867
c3o,0.0021364830177069364
C(=O)Nc1ccc(,0.0021228663101302324
Cc1c[nH],0.0021228663101302324
s3),0.0021215416913951068
C=N,0.0021170115634187555
c2O),0.0021155898165987324
/C=C3\,0.0021137692858237893
OC[C@@H]2,0.0020992345756277436
c2ncn,0.002098392367970325
/C(=C\,0.0020666479633472657
F)c(-,0.0020426696687833993
NC(=O)c1cc(,0.002042199549805737
[N+](=O)[O-],0.0020402697309927016
COc1cc(OC),0.0020401000447786404
c4cccc(F),0.00203186078025017
-c2cc(,0.002023732016482596
=C4,0.00199393583270742
CC1=N,0.00199225636346781
CCCN,0.001992128206050441
cccc12,0.001981155888381242
CC2),0.0019747078659869467
c4cccc(Cl),0.001973798056211413
c(F)cc1,0.0019520898018335776
)cc(,0.001946426910037298
CC[C@H]4,0.0019289547503822642
CC(N)=O),0.001909021653195196
CCC[C@@H](,0.0019049461135537842
CCn1,0.0019049386096461588
s1),0.0018987018286981722
COc1cccc(,0.0018975118361883275
c4cc,0.0018856956909779482
c2c1),0.0018808293245882858
[C@],0.0018798103854423681
c-3,0.0018798103854423681
c4ccccc4),0.0018795622286654557
c2cc(C(=O)N,0.001873507248201464
C(=O)O),0.0018557547299562034
N(C),0.0018479837987902714
c(C)n1,0.001847678312838355
c2cccc(N,0.0018448307052489506
Nc1cc(,0.001808220533758001
ncn1,0.0018055648756671355
c(Br),0.0018039994227672597
COC(=O)c1ccc(,0.0018027543041885799
Cl)c1,0.0018027543041885799
c1O,0.0017932654289742314
Cc1,0.0017798496265789452
c3ccc4c(,0.0017773126553091577
n(-c2ccccc2),0.0017726183673381116
c2co,0.0017718983293394522
nc2C),0.0017718983293394522
c4[nH],0.0017671612273239222
)cc(O),0.0017671612273239222
C3CCC3),0.0017639280857186972
ncn2),0.0017604264053894384
c1nnc(-,0.0017532245164715349
c(Cl)c1,0.0017371399793809732
F)cc2,0.0017241968744036622
I),0.0017203429002018657
Cc2cc(,0.0017203108753769726
N(C)C),0.0017185106776919637
c1ccc(F)cc1,0.0017034716009434543
c2c(Cl)cccc2,0.0017025433614487702
C(=O)C(C),0.0016997596238983452
co,0.0016781550252319732
=O)o,0.0016698624949143916
[C@@H](O),0.0016642747541956448
c1nc(C),0.001656709353427776
O1,0.0016556602855141661
CC[C@@H](O),0.0016406982906713799
c1co,0.0016283830592612575
CN2,0.0016012447193894273
ncc(,0.0015921906979592003
CCC4,0.0015879643278285263
2)c1,0.0015856481930961244
n3cc,0.0015639125068410387
c23),0.0015620830412903142
n1C,0.001550607681352998
c2cn(,0.0015479190611463922
cccn,0.0015337689415439325
Cc1cc(C),0.0015221989900365952
CCCN1C(=O),0.0015050983885203017
CC[C@H]3,0.001503192298895038
CN1C(=O),0.0014930204765389765
Cn1c(=O),0.0014919190185068783
c1cccc(F)c1,0.0014904088023266386
CCOC(=O),0.0014785444427240192
CC[C@@H]2,0.0014636574031484835
c3ccs,0.001462580756234221
sc1,0.0014599337670368718
c(S,0.0014572465286791822
C2=C(,0.001457174224460009
c1n,0.0014464145944773066
c2cccc3,0.0014418795749411538
CCN1C,0.0014337273771283406
c2cc(F)cc,0.0014330639318440295
C#N)cc1,0.0014315910229787088
c3=O),0.0014282472633344026
cn3,0.001421559042799492
CC(=O)O),0.0014171427178635144
c2)c1,0.0014151009827141113
[C@H](O)[C@H](O),0.0014041406428663404
[C@H]1CO,0.0014037799122103112
CC1),0.0013945598483238318
Cl)c(Cl),0.001388709351445119
c1cc(-,0.0013866254077611845
c3cccnc3,0.0013851154845872763
C2)C1,0.0013828961199370605
CN(C),0.0013805919149409494
c2ccccc2C1,0.0013726779751577762
c(N3,0.0013605384321118128
[C@@H]3CC,0.0013551674388691574
c3cccc(Cl)c3),0.0013509674712059532
CCN4,0.0013454737302937211
c3c(,0.0013311944354212574
CCN2,0.0013277291118088757
CC4),0.0013111305599217608
CC2)ccc1,0.0013046135988683393
cc2c(,0.0013029515639891467
no,0.0013008991546652779
o1),0.001293669748498536
c1ccc(Br)cc1,0.0012845414295330315
c1cc(Cl),0.0012757139245623433
c(O)cc1,0.0012757139245623433
C(=O)O1,0.0012728998196957237
[nH]c12,0.0012707567613097447
c3cc4c(,0.0012664999814606397
Cc1ccc(Cl)cc1,0.0012660244921473573
c1o,0.0012609415405290026
c1sc(,0.0012609415405290026
c2ccc(Cl)cc2),0.0012609415405290026
n(CC,0.0012576803804916544
CCCN3,0.0012532509805838943
c4c(,0.001249287480323001
c2ccc3ccccc3c2),0.0012451304775675499
C[C@H]1CN(,0.0012390025161155898
c1cccc(F),0.0012353670393567171
c5ccccc5,0.001231332401929076
c2nnc(,0.001231332401929076
nc1-,0.001229535962321379
Cn1cc,0.001229535962321379
nc1N,0.001216336761084317
c(F),0.0012151127533610222
S,0.00120906592661002
=[N+]=[N-],0.0012068935100985625
c4ccc(N,0.0012068935100985625
c2)CC1,0.0012019246392137484
CN2C(=O),0.0011994106986832312
C1=O,0.0011928313590661326
nc(N,0.0011924929128949574
[C@]3(,0.0011811579574641268
[nH]c(,0.0011803397409230845
c2c(n1),0.0011758205032826432
CN1CCC(,0.0011738256637588986
Br,0.0011722266073555126
Cc1ccc(-n2,0.001166509508861775
CC2)c1,0.001162534297526814
c3ccc(C(=O)N,0.0011617921744073308
N2CCN(C(=O),0.0011503664935350647
S2,0.0011218193727155564
c2nc(-,0.0010968206294806996
)cc(C),0.001092334738798127
c(C)cc1,0.0010918257230871815
CCCN(,0.0010907284099600993
c(=O)n(C,0.0010816542034315555
c2[nH],0.0010808140061062913
-2,0.001070153613240284
C1CC2,0.001062879512142008
[C@@H]2O),0.001062879512142008
CCN(S(=O)(=O),0.001060987181483891
N1CCN(C,0.0010519582240563219
c3n2),0.0010507714231785478
c2cc(=O),0.0010507714231785478
c3c(=O),0.001044649568473187
NC(N),0.0010436066672371218
[C@@H]1O),0.0010378428795147937
[C@@H]1CC,0.0010378428795147937
c2cccc(Cl),0.0010355221959971387
C12,0.001031840249405826
O2,0.0010280503499908392
CCN(C)CC3),0.0009995581320313281
OCCO2),0.0009969021328305075
c2c(c1),0.0009969021328305075
S(C)(=O)=O),0.0009905632657641417
c1ccc(NC(=O),0.0009905247601485043
Cl)c3),0.0009878208943161033
Cl)cc(,0.0009878208943161033
N(C)C(=O),0.000981616459180437
c2cc3cccc,0.0009815967592958737
CCCCC3,0.0009795475918146284
ccc21,0.0009655079243067436
CC[C@]4,0.0009642539335110217
c2=O)cc1,0.0009642397264487576
c4ncc,0.0009626561916527321
c3nc(C),0.00096185288565998
(N,0.00096185288565998
4CCCC,0.0009551110861354832
c(NC(=O)N,0.0009446494083753831
c3c[nH],0.0009326530998634192
-c2cs,0.00092652135040181
(C)C),0.0009208194030585438
CCCC4),0.0009073800105489947
CC[C@@H]3,0.0009052573638227236
[N+](=O)[O-]),0.0009039169425331413
Cn1c(,0.0009020031924089669
CC3)cc,0.0009004254572635158
cc1),0.000898611052181952
n4),0.0008853777998095987
Cc1cccc2,0.0008853777998095987
C2CC2),0.000883148327212694
C(O,0.000883148327212694
3C),0.0008828136777559443
c2ccn,0.0008759910023226065
c2ccc(Cl)cc2,0.0008746757712410179
C(F)(F)F)c1,0.0008713522467890309
c3cs,0.0008705312105912454
(F)F,0.0008671666671999161
c4cc(F)cc,0.0008652298625317961
[C@@]1(,0.0008538349050492
N1CCN(,0.0008439336462200475
CCCCC1),0.0008439336462200475
C(=O)c1c(,0.0008421639567397015
N4,0.0008409531580757986
N=C,0.0008365933021230805
c1nc(,0.0008307755499933048
c4cn,0.0008306402481003928
C3)C2,0.0008272722267376009
CCc1n,0.0008266676488666119
n1cn,0.0008263766337481481
N=C(,0.0007999240550645896
C4=O),0.0007911841906596358
ncc(-,0.0007911841906596358
O=[N+]([O-]),0.000783808277740109
S(=O)(=O),0.0007755521592339867
c2ccc(C),0.0007690367132751148
c4ccc(O),0.0007652305268166546
Cc1nc(N,0.0007639753970585799
[nH]cc2,0.0007617576622319602
c1cc(NC(=O),0.0007579212128714658
on1,0.0007579212128714658
CC(C)O,0.0007531902750305131
oc2c1,0.0007477461799557973
-c2s,0.0007425873692578676
C[C@H](N),0.0007402620824793489
c(=O)cc(,0.0007402620824793489
Br)cc,0.0007349214785810116
[C@H](OC(=O),0.0007349214785810116
n(CC(=O)N,0.000727081471283771
n3c(,0.000723724017721687
C2)n1,0.000723724017721687
CC[C@H]1,0.000722999561284613
[C@H]1CC[C@H](,0.000714624057772046
c3cc(-,0.0007053988292030389
ccn2),0.0007039057297405443
c(OC),0.0006995486996877163
nn(C),0.0006990290103642057
c2ccccc2c1),0.0006977598360723719
n12,0.0006889006917015204
c3ccccc3Cl),0.0006813486811373799
n3cn,0.0006801941669212525
nc(N3CCOCC3),0.0006727546998152113
Nc1cccc(,0.0006667334189126703
nn2)c1,0.0006667334189126703
cnn1,0.0006566352491892615
OC[C@H]2,0.000650026035220837
c2cccc(F)c2),0.0006472973082934389
[C@H](N,0.0006472973082934389
)cc2,0.000645766937839681
c(=O)n2,0.0006420768809764345
c1cc(=O),0.0006359108848349133
C=C3,0.0006312823650743981
C=C(C),0.0006312823650743981
NC(=O)C,0.0006265397245217271
COc1ccccc1,0.0006233545089060513
CN1CC,0.0006214562747524241
cn3),0.0006191250781343091
CCC(=O)N,0.0006081019768478582
C2CCN(,0.0006057191874296552
N3C(=O),0.0006011842824044463
c3ccccc3)cc,0.0005993833269647436
[nH]c3,0.0005993833269647436
-c1n,0.0005844408914286037
CCC[C@H]2,0.0005805988353673749
c3ccccc3C),0.000578167841938383
c3ccc(-,0.0005779294628885782
CCn2,0.0005738423142543818
CCn1cc(,0.0005712873919090364
c1ccco1),0.0005710638616799547
c3ccccn3),0.0005708488455632531
S1,0.0005694732733658287
nn(,0.0005690092276359084
c2nccc(,0.0005684163182704515
on2),0.0005678545700455877
c(-c2ccccc2),0.0005557523045133869
c3C),0.0005480167854876587
c4ccc(F)cc4,0.0005475476198977011
c(OC)c1,0.0005409042562334439
COc1ccc(N,0.0005409042562334439
CCN(CC),0.0005293150197742085
C/C=C/,0.0005293150197742085
n2cc,0.0005280968392826343
c1cccnc1),0.0005280968392826343
N(C(=O),0.0005266542304653067
NC1=O,0.0005229773555029978
c(F)c1,0.0005200132668281315
nnn1,0.0005200132668281315
CCCC1),0.0005156701186590691
c4cccn,0.0005131849049446246
C34,0.0004997989382965964
-c2nc(-,0.0004928036493060852
OCCO,0.000489546673296169
[nH]c(-,0.000489546673296169
ncnc(N,0.000489546673296169
c2ccccc2c1=O,0.0004833690351004422
c3c2,0.0004679262633440035
OCO3),0.0004679262633440035
CCC2(CC1),0.00046140400086575674
no2),0.0004558594875927651
C3(,0.0004558594875927651
4)CC3),0.0004558594875927651
c4cccc(,0.00045384873816993996
c(Cl)cc,0.0004412565049558712
c1ccc(-c2n,0.00043834342606471113
C3CCCCC3),0.00043195095605728386
CN1CCN(,0.0004282781980258034
[C@@]12,0.0004278198689375452
c4n3),0.0004278198689375452
C2(C),0.00041907989535668955
CC[C@H](NC(=O),0.00041375634528275376
O=S(=O)(,0.0004091418715454305
C=O),0.00040873224707545816
c3ccc(Br,0.000408571714962513
C[C@@H](C),0.0004010778916887539
Cn1cn,0.0003994136654778313
n(CC),0.000399082258854602
c2nnc(-,0.0003881496067872745
